"key","imageKey","no","name","abilities","hp","atk","def","spa","spd","spe","evioliteEligible","point","synergyName","syn_physicalAttacker","syn_specialAttacker","syn_physicalSweeper","syn_specialSweeper","syn_physicalWall","syn_specialWall","syn_setup","types","moves"
"p0461","0461","461","マニューラ","プレッシャー|わるいてぐせ","70","120","65","45","85","125","false","","","","","","","","","","あく|こおり","ギガインパクト|メガトンキック|からげんき|ねこだまし|でんこうせっか|ダブルアタック|フェイント|はかいこうせん|りんしょう|いびき|てだすけ|バトンタッチ|ねごと|こらえる|こわいかお|まもる|みがわり|いやなおと|つるぎのまい|くさわけ|にほんばれ|なみのり|みずのはどう|ひやみず|あまごい|シザークロス|つばめがえし|どくづき|あなをほる|つららおとし|アイススピナー|れいとうパンチ|ゆきなだれ|こおりのつぶて|つららばり|トリプルアクセル|ふぶき|れいとうビーム|こごえるかぜ|ゆきげしき|きあいパンチ|かわらわり|はやてがえし|ローキック|きしかいせい|カウンター|けたぐり|きあいだま|サイコカッター|めいそう|ねむる|リフレクター|こうそくいどう|シャドークロー|シャドーボール|うらみ|イカサマ|じごくづき|うっぷんばらし|つじぎり|はたきおとす|ダメおし|どろぼう|かみつく|しっぺがえし|なげつける|ふくろだたき|あくのはどう|バークアウト|わるだくみ|うそなき|ちょうはつ"
"p0464","0464","464","ドサイドン","ひらいしん|ハードロック|すてみ","115","140","130","55","55","40","false","","","","","","","","","","じめん|いわ","ギガインパクト|すてみタックル|メガトンキック|のしかかり|からげんき|がむしゃら|つのドリル|はかいこうせん|さわぐ|りんしょう|いびき|てだすけ|ねごと|こらえる|こわいかお|まもる|みがわり|ほえる|つるぎのまい|やけっぱち|ほのおのパンチ|ほのおのキバ|ヒートスタンプ|だいもんじ|かえんほうしゃ|にほんばれ|ハイドロポンプ|なみのり|あまごい|サンダーダイブ|かみなりパンチ|かみなりのキバ|かみなり|10まんボルト|メガホーン|がんせきほう|ストーンエッジ|いわなだれ|がんせきふうじ|うちおとす|ロックブラスト|メテオビーム|ステルスロック|ロックカット|すなあらし|どくづき|じしん|10まんばりき|ドリルライナー|あなをほる|じだんだ|じならし|だいちのちから|ねっさのだいち|マッドショット|どろかけ|れいとうパンチ|こおりのキバ|ゆきなだれ|ふぶき|れいとうビーム|こごえるかぜ|きあいパンチ|アームハンマー|ボディプレス|かわらわり|きしかいせい|カウンター|きあいだま|ガードシェア|ねむる|シャドークロー|のろい|げきりん|ドラゴンダイブ|ワイドブレイカー|ドラゴンテール|りゅうのはどう|かみくだく|ぶんまわす|どろぼう|しっぺがえし|なげつける|アイアンテール|アイアンヘッド|スマートホーン|ヘビーボンバー|メタルバースト|ラスターカノン|てっぺき"
"p0470","0470","470","リーフィア","リーフガード|ようりょくそ","65","110","130","60","65","95","false","","","","","","","","","","くさ","ギガインパクト|とっておき|すてみタックル|のしかかり|からげんき|ほしがる|でんこうせっか|じたばた|はかいこうせん|ハイパーボイス|りんしょう|ウェザーボール|いびき|まねっこ|くすぐる|あくび|ねがいごと|てだすけ|バトンタッチ|ねごと|こらえる|まもる|みがわり|きあいだめ|ほえる|つるぎのまい|ソーラーブレード|リーフブレード|タネばくだん|グラススライダー|くさわけ|タネマシンガン|リーフストーム|ソーラービーム|エナジーボール|ギガドレイン|くさむすび|こうごうせい|やどりぎのタネ|にほんばれ|あまごい|シザークロス|つばめがえし|あなをほる|マッドショット|どろかけ|みきり|アシストパワー|めいそう|ねむる|シャドーボール|のろい|はたきおとす|かみつく|うそなき|みわくのボイス|つぶらなひとみ|あまえる"
"p0471","0471","471","グレイシア","ゆきがくれ|アイスボディ","65","60","110","130","95","65","false","","","","","","","","","","こおり","ギガインパクト|とっておき|すてみタックル|のしかかり|からげんき|ほしがる|でんこうせっか|じたばた|はかいこうせん|ハイパーボイス|りんしょう|ウェザーボール|いびき|まねっこ|くすぐる|あくび|ねがいごと|てだすけ|バトンタッチ|ねごと|こらえる|まもる|みがわり|きあいだめ|ほえる|くさわけ|にほんばれ|みずのはどう|ひやみず|あまごい|あなをほる|マッドショット|どろかけ|こおりのキバ|ゆきなだれ|こおりのつぶて|つららばり|トリプルアクセル|ふぶき|れいとうビーム|フリーズドライ|こおりのいぶき|こごえるかぜ|ゆきげしき|くろいきり|みきり|アシストパワー|ミラーコート|じゅうりょく|めいそう|ねむる|シャドーボール|のろい|かみつく|うそなき|みわくのボイス|つぶらなひとみ|あまえる"
"p0472","0472","472","グライオン","かいりきバサミ|すながくれ|ポイズンヒール","75","95","125","45","75","95","false","","","","","","","","","","じめん|ひこう","ギガインパクト|すてみタックル|からげんき|でんこうせっか|フェイント|はかいこうせん|りんしょう|いびき|バトンタッチ|ねごと|メロメロ|こらえる|こわいかお|まもる|みがわり|いやなおと|つるぎのまい|パワーウィップ|ほのおのキバ|にほんばれ|クラブハンマー|あまごい|かみなりのキバ|とびかかる|シザークロス|はいよるいちげき|とんぼがえり|ミサイルばり|むしのていこう|つばめがえし|アクロバット|ダブルウイング|おいかぜ|ストーンエッジ|いわなだれ|がんせきふうじ|ステルスロック|すなあらし|ダストシュート|どくづき|クロスポイズン|ヘドロばくだん|ベノムショック|どくびし|どくどく|じしん|10まんばりき|あなをほる|じならし|すなじごく|だいちのちから|マッドショット|どろかけ|まきびし|こおりのキバ|かわらわり|カウンター|サイコファング|ねむる|こうそくいどう|ワイドブレイカー|スケイルショット|じごくづき|かみくだく|つじぎり|はたきおとす|ぶんまわす|ダメおし|どろぼう|しっぺがえし|なげつける|あくのはどう|アイアンテール|はがねのつばさ"
"p0473","0473","473","マンムー","どんかん|ゆきがくれ|あついしぼう","110","130","80","70","60","80","false","","","","","","","","","","こおり|じめん","ギガインパクト|すてみタックル|あばれる|のしかかり|からげんき|ダブルアタック|がむしゃら|じたばた|はかいこうせん|りんしょう|いびき|ねごと|メロメロ|こらえる|こわいかお|まもる|みがわり|ほえる|くさわけ|あまごい|ストーンエッジ|いわなだれ|がんせきふうじ|うちおとす|ロックブラスト|げんしのちから|ステルスロック|すなあらし|じしん|10まんばりき|あなをほる|じだんだ|じならし|すなじごく|じわれ|だいちのちから|マッドショット|どろかけ|つららおとし|こおりのキバ|ゆきなだれ|こおりのつぶて|つららばり|ふぶき|れいとうビーム|フリーズドライ|こごえるかぜ|ゆきげしき|くろいきり|ばかぢから|ボディプレス|きしかいせい|ねむる|ドわすれ|リフレクター|のろい|じごくづき|はたきおとす|かみつく|アイアンヘッド|ハードプレス|ヘビーボンバー|あまえる"
"p0475","0475","475","エルレイド","ふくつのこころ|きれあじ|せいぎのこころ","68","125","65","65","115","80","false","","","","","","","","","","エスパー|かくとう","ギガインパクト|メガトンキック|のしかかり|からげんき|フェイント|はかいこうせん|ハイパーボイス|りんしょう|いびき|てだすけ|じこあんじ|アンコール|いたみわけ|しんぴのまもり|ねごと|くろいまなざし|こらえる|まもる|みがわり|かげぶんしん|かなしばり|つるぎのまい|ソーラーブレード|リーフブレード|エナジーボール|くさむすび|ほのおのパンチ|マジカルフレイム|おにび|にほんばれ|アクアカッター|いのちのしずく|あまごい|かみなりパンチ|10まんボルト|チャージビーム|でんじは|シザークロス|つばめがえし|エアスラッシュ|ストーンエッジ|いわなだれ|がんせきふうじ|ワイドガード|どくづき|じしん|じならし|れいとうパンチ|トリプルアクセル|こごえるかぜ|きあいパンチ|インファイト|せいなるつるぎ|ドレインパンチ|かわらわり|はやてがえし|ローキック|きしかいせい|けたぐり|きあいだま|はどうだん|しんくうは|コーチング|ファストガード|ビルドアップ|しねんのずつき|サイコカッター|みらいよち|サイコキネシス|ワイドフォース|サイコショック|アシストパワー|サイコフィールド|いやしのはどう|マジックルーム|ワンダールーム|トリックルーム|めいそう|ふういん|スキルスワップ|トリック|ねむる|リフレクター|ひかりのかべ|こうそくいどう|さいみんじゅつ|シャドークロー|かげうち|シャドーボール|たたりめ|ナイトヘッド|みちづれ|あやしいひかり|じごくづき|つじぎり|はたきおとす|どろぼう|なげつける|ちょうはつ|おきみやげ|みわくのボイス|マジカルシャイン|ドレインキッス|ミストフィールド|あまえる"
"p0475-2","0475-M","475","メガエルレイド","せいしんりょく","68","165","95","65","115","110","false","","","","","","","","","","エスパー|かくとう","ギガインパクト|メガトンキック|のしかかり|からげんき|フェイント|はかいこうせん|ハイパーボイス|りんしょう|いびき|てだすけ|じこあんじ|アンコール|いたみわけ|しんぴのまもり|ねごと|くろいまなざし|こらえる|まもる|みがわり|かげぶんしん|かなしばり|つるぎのまい|ソーラーブレード|リーフブレード|エナジーボール|くさむすび|ほのおのパンチ|マジカルフレイム|おにび|にほんばれ|アクアカッター|いのちのしずく|あまごい|かみなりパンチ|10まんボルト|チャージビーム|でんじは|シザークロス|つばめがえし|エアスラッシュ|ストーンエッジ|いわなだれ|がんせきふうじ|ワイドガード|どくづき|じしん|じならし|れいとうパンチ|トリプルアクセル|こごえるかぜ|きあいパンチ|インファイト|せいなるつるぎ|ドレインパンチ|かわらわり|はやてがえし|ローキック|きしかいせい|けたぐり|きあいだま|はどうだん|しんくうは|コーチング|ファストガード|ビルドアップ|しねんのずつき|サイコカッター|みらいよち|サイコキネシス|ワイドフォース|サイコショック|アシストパワー|サイコフィールド|いやしのはどう|マジックルーム|ワンダールーム|トリックルーム|めいそう|ふういん|スキルスワップ|トリック|ねむる|リフレクター|ひかりのかべ|こうそくいどう|さいみんじゅつ|シャドークロー|かげうち|シャドーボール|たたりめ|ナイトヘッド|みちづれ|あやしいひかり|じごくづき|つじぎり|はたきおとす|どろぼう|なげつける|ちょうはつ|おきみやげ|みわくのボイス|マジカルシャイン|ドレインキッス|ミストフィールド|あまえる"
"p0478-2","0478-M","478","メガユキメノコ","ゆきふらし","70","80","70","140","100","120","false","","","","","","","","","","こおり|ゴースト","ギガインパクト|のしかかり|からげんき|はかいこうせん|りんしょう|ウェザーボール|いびき|とおせんぼう|てだすけ|じこあんじ|いたみわけ|しんぴのまもり|ねごと|こらえる|こわいかお|まもる|みがわり|かげぶんしん|かなしばり|くさわけ|おにび|みずのはどう|ひやみず|あまごい|かみなり|10まんボルト|でんじは|まきびし|つららおとし|アイススピナー|れいとうパンチ|こおりのキバ|ゆきなだれ|こおりのつぶて|つららばり|トリプルアクセル|ふぶき|れいとうビーム|こおりのいぶき|こごえるかぜ|ゆきげしき|オーロラベール|くろいきり|サイコキネシス|ふういん|トリック|ねむる|リフレクター|ひかりのかべ|ポルターガイスト|ゴーストダイブ|シャドーボール|たたりめ|ナイトヘッド|みちづれ|うらみ|のろい|あやしいひかり|かみくだく|かみつく|しっぺがえし|なげつける|わるだくみ|すりかえ|うそなき|ちょうはつ|ドレインキッス|あまえる"
"p0478","0478","478","ユキメノコ","ゆきがくれ|のろわれボディ","70","80","70","80","70","110","false","","","","","","","","","","こおり|ゴースト","ギガインパクト|のしかかり|からげんき|はかいこうせん|りんしょう|ウェザーボール|いびき|とおせんぼう|てだすけ|じこあんじ|いたみわけ|しんぴのまもり|ねごと|こらえる|こわいかお|まもる|みがわり|かげぶんしん|かなしばり|くさわけ|おにび|みずのはどう|ひやみず|あまごい|かみなり|10まんボルト|でんじは|まきびし|つららおとし|アイススピナー|れいとうパンチ|こおりのキバ|ゆきなだれ|こおりのつぶて|つららばり|トリプルアクセル|ふぶき|れいとうビーム|こおりのいぶき|こごえるかぜ|ゆきげしき|オーロラベール|くろいきり|サイコキネシス|ふういん|トリック|ねむる|リフレクター|ひかりのかべ|ポルターガイスト|ゴーストダイブ|シャドーボール|たたりめ|ナイトヘッド|みちづれ|うらみ|のろい|あやしいひかり|かみくだく|かみつく|しっぺがえし|なげつける|わるだくみ|すりかえ|うそなき|ちょうはつ|ドレインキッス|あまえる"
"p0479-3","0479-F2","479","ウォッシュロトム","ふゆう","50","65","107","105","107","86","false","","","","","","","","","","でんき|みず","からげんき|ハイパーボイス|さわぐ|りんしょう|いびき|てだすけ|いたみわけ|ねごと|こらえる|まもる|みがわり|かげぶんしん|おにび|にほんばれ|ハイドロポンプ|あまごい|かみなり|10まんボルト|ほうでん|ライジングボルト|ボルトチェンジ|エレキネット|チャージビーム|エレキボール|エレキフィールド|かいでんぱ|じゅうでん|でんじは|アシストパワー|トリック|ねむる|リフレクター|ひかりのかべ|ポルターガイスト|シャドーボール|たたりめ|ナイトヘッド|うらみ|あやしいひかり|イカサマ|どろぼう|あくのはどう|わるだくみ"
"p0479-6","0479-F5","479","カットロトム","ふゆう","50","65","107","105","107","86","false","","","","","","","","","","でんき|くさ","からげんき|ハイパーボイス|さわぐ|りんしょう|いびき|てだすけ|いたみわけ|ねごと|こらえる|まもる|みがわり|かげぶんしん|リーフストーム|おにび|にほんばれ|あまごい|かみなり|10まんボルト|ほうでん|ライジングボルト|ボルトチェンジ|エレキネット|チャージビーム|エレキボール|エレキフィールド|かいでんぱ|じゅうでん|でんじは|アシストパワー|トリック|ねむる|リフレクター|ひかりのかべ|ポルターガイスト|シャドーボール|たたりめ|ナイトヘッド|うらみ|あやしいひかり|イカサマ|どろぼう|あくのはどう|わるだくみ"
"p0479-5","0479-F4","479","スピンロトム","ふゆう","50","65","107","105","107","86","false","","","","","","","","","","でんき|ひこう","からげんき|ハイパーボイス|さわぐ|りんしょう|いびき|てだすけ|いたみわけ|ねごと|こらえる|まもる|みがわり|かげぶんしん|おにび|にほんばれ|あまごい|かみなり|10まんボルト|ほうでん|ライジングボルト|ボルトチェンジ|エレキネット|チャージビーム|エレキボール|エレキフィールド|かいでんぱ|じゅうでん|でんじは|エアスラッシュ|アシストパワー|トリック|ねむる|リフレクター|ひかりのかべ|ポルターガイスト|シャドーボール|たたりめ|ナイトヘッド|うらみ|あやしいひかり|イカサマ|どろぼう|あくのはどう|わるだくみ"
"p0479-2","0479-F1","479","ヒートロトム","ふゆう","50","65","107","105","107","86","false","","","","","","","","","","でんき|ほのお","からげんき|ハイパーボイス|さわぐ|りんしょう|いびき|てだすけ|いたみわけ|ねごと|こらえる|まもる|みがわり|かげぶんしん|オーバーヒート|おにび|にほんばれ|あまごい|かみなり|10まんボルト|ほうでん|ライジングボルト|ボルトチェンジ|エレキネット|チャージビーム|エレキボール|エレキフィールド|かいでんぱ|じゅうでん|でんじは|アシストパワー|トリック|ねむる|リフレクター|ひかりのかべ|ポルターガイスト|シャドーボール|たたりめ|ナイトヘッド|うらみ|あやしいひかり|イカサマ|どろぼう|あくのはどう|わるだくみ"
"p0479-4","0479-F3","479","フロストロトム","ふゆう","50","65","107","105","107","86","false","","","","","","","","","","でんき|こおり","からげんき|ハイパーボイス|さわぐ|りんしょう|いびき|てだすけ|いたみわけ|ねごと|こらえる|まもる|みがわり|かげぶんしん|おにび|にほんばれ|あまごい|かみなり|10まんボルト|ほうでん|ライジングボルト|ボルトチェンジ|エレキネット|チャージビーム|エレキボール|エレキフィールド|かいでんぱ|じゅうでん|でんじは|ふぶき|アシストパワー|トリック|ねむる|リフレクター|ひかりのかべ|ポルターガイスト|シャドーボール|たたりめ|ナイトヘッド|うらみ|あやしいひかり|イカサマ|どろぼう|あくのはどう|わるだくみ"
"p0479","0479","479","ロトム","ふゆう","50","50","77","95","77","91","false","","","","","","","","","","でんき|ゴースト","からげんき|ハイパーボイス|さわぐ|りんしょう|いびき|てだすけ|いたみわけ|ねごと|こらえる|まもる|みがわり|かげぶんしん|おにび|にほんばれ|あまごい|かみなり|10まんボルト|ほうでん|ライジングボルト|ボルトチェンジ|エレキネット|チャージビーム|エレキボール|エレキフィールド|かいでんぱ|じゅうでん|でんじは|アシストパワー|トリック|ねむる|リフレクター|ひかりのかべ|ポルターガイスト|シャドーボール|たたりめ|ナイトヘッド|うらみ|あやしいひかり|イカサマ|どろぼう|あくのはどう|わるだくみ"
"p0497","0497","497","ジャローダ","しんりょく|あまのじゃく","75","75","95","75","95","113","false","","","","","","","","","","くさ","ギガインパクト|すてみタックル|のしかかり|からげんき|まきつく|はかいこうせん|りんしょう|いびき|てだすけ|あまいかおり|ねごと|メロメロ|くろいまなざし|こらえる|こわいかお|まもる|みがわり|へびにらみ|つるぎのまい|はなふぶき|リーフブレード|タネばくだん|グラススライダー|くさわけ|タネマシンガン|ハードプラント|リーフストーム|ソーラービーム|エナジーボール|ギガドレイン|くさむすび|グラスフィールド|こうごうせい|せいちょう|やどりぎのタネ|にほんばれ|つばめがえし|とぐろをまく|いえき|ミラーコート|めいそう|ねむる|リフレクター|ひかりのかべ|げきりん|ワイドブレイカー|ドラゴンテール|スケイルショット|りゅうのはどう|はたきおとす|ぶんまわす|ちょうはつ|アイアンテール"
"p0500","0500","500","エンブオー","もうか|すてみ","110","123","65","100","65","65","false","","","","","","","","","","ほのお|かくとう","ギガインパクト|すてみタックル|あばれる|のしかかり|からげんき|がむしゃら|はかいこうせん|りんしょう|いびき|あくび|てだすけ|ねごと|こらえる|こわいかお|まもる|みがわり|きあいだめ|ほえる|ソーラーブレード|くさわけ|ソーラービーム|くさむすび|フレアドライブ|やけっぱち|ほのおのパンチ|ニトロチャージ|ヒートスタンプ|ブラストバーン|もえつきる|オーバーヒート|だいもんじ|ねっぷう|かえんほうしゃ|ほのおのうず|おにび|にほんばれ|ねっとう|ワイルドボルト|かみなりパンチ|もろはのずつき|ストーンエッジ|いわなだれ|がんせきふうじ|うちおとす|どくづき|じしん|10まんばりき|あなをほる|じだんだ|じならし|ねっさのだいち|どろかけ|きあいパンチ|インファイト|ばかぢから|アームハンマー|ボディプレス|ドレインパンチ|かわらわり|ローキック|やまあらし|きしかいせい|けたぐり|きあいだま|コーチング|ビルドアップ|しねんのずつき|ねむる|のろい|ふいうち|はたきおとす|ダメおし|なげつける|ちょうはつ|アイアンテール|アイアンヘッド|ハードプレス|ヘビーボンバー|ジャイロボール"
"p0500-2","0500-M","500","メガエンブオー","かたやぶり","110","148","75","110","110","75","false","","","","","","","","","","ほのお|かくとう","ギガインパクト|すてみタックル|あばれる|のしかかり|からげんき|がむしゃら|はかいこうせん|りんしょう|いびき|あくび|てだすけ|ねごと|こらえる|こわいかお|まもる|みがわり|きあいだめ|ほえる|ソーラーブレード|くさわけ|ソーラービーム|くさむすび|フレアドライブ|やけっぱち|ほのおのパンチ|ニトロチャージ|ヒートスタンプ|ブラストバーン|もえつきる|オーバーヒート|だいもんじ|ねっぷう|かえんほうしゃ|ほのおのうず|おにび|にほんばれ|ねっとう|ワイルドボルト|かみなりパンチ|もろはのずつき|ストーンエッジ|いわなだれ|がんせきふうじ|うちおとす|どくづき|じしん|10まんばりき|あなをほる|じだんだ|じならし|ねっさのだいち|どろかけ|きあいパンチ|インファイト|ばかぢから|アームハンマー|ボディプレス|ドレインパンチ|かわらわり|ローキック|やまあらし|きしかいせい|けたぐり|きあいだま|コーチング|ビルドアップ|しねんのずつき|ねむる|のろい|ふいうち|はたきおとす|ダメおし|なげつける|ちょうはつ|アイアンテール|アイアンヘッド|ハードプレス|ヘビーボンバー|ジャイロボール"
"p0503","0503","503","ダイケンキ","げきりゅう|シェルアーマー","95","100","85","108","70","70","false","","","","","","","","","","みず","ギガインパクト|のしかかり|からげんき|はかいこうせん|りんしょう|いびき|まねっこ|てだすけ|アンコール|ねごと|こらえる|こわいかお|まもる|みがわり|きあいだめ|いやなおと|つるぎのまい|くさむすび|アクアテール|アクアブレイク|ダイビング|たきのぼり|シェルブレード|アクアカッター|クイックターン|アクアジェット|ハイドロカノン|ハイドロポンプ|なみのり|みずのはどう|ひやみず|うずしお|みずびたし|あまごい|メガホーン|シザークロス|つばめがえし|エアスラッシュ|ドリルライナー|あなをほる|じならし|ゆきなだれ|ふぶき|れいとうビーム|こごえるかぜ|ゆきげしき|ばかぢから|せいなるつるぎ|かわらわり|はやてがえし|しんくうは|みきり|ねむる|つじぎり|はたきおとす|ダメおし|どろぼう|なげつける|ちょうはつ|アイアンテール|スマートホーン"
"p0503-2","0503-R","503","ダイケンキ(ヒスイ)","げきりゅう|きれあじ","90","108","80","100","65","85","false","","","","","","","","","","みず|あく","ギガインパクト|のしかかり|からげんき|はかいこうせん|りんしょう|いびき|まねっこ|てだすけ|アンコール|ねごと|こらえる|こわいかお|まもる|みがわり|きあいだめ|いやなおと|つるぎのまい|くさむすび|アクアテール|アクアブレイク|ダイビング|たきのぼり|シェルブレード|アクアカッター|クイックターン|アクアジェット|ハイドロカノン|ハイドロポンプ|なみのり|みずのはどう|ひやみず|うずしお|みずびたし|あまごい|メガホーン|シザークロス|つばめがえし|エアスラッシュ|ドリルライナー|あなをほる|じならし|ゆきなだれ|ふぶき|れいとうビーム|こごえるかぜ|ゆきげしき|ばかぢから|せいなるつるぎ|かわらわり|はやてがえし|しんくうは|みきり|ねむる|じごくづき|うっぷんばらし|つじぎり|ふいうち|ひけん・ちえなみ|はたきおとす|ダメおし|どろぼう|なげつける|あくのはどう|バークアウト|ちょうはつ|アイアンテール|スマートホーン"
"p0505","0505","505","ミルホッグ","はっこう|するどいめ|アナライズ","60","85","69","60","69","77","false","","","","","","","","","","ノーマル","ギガインパクト|すてみタックル|からげんき|いかりのまえば|はかいこうせん|りんしょう|いびき|おさきにどうぞ|てだすけ|じこあんじ|バトンタッチ|ねごと|メロメロ|くろいまなざし|こらえる|まもる|みがわり|きあいだめ|いやなおと|つるぎのまい|タネばくだん|くさわけ|タネマシンガン|くさむすび|ほのおのパンチ|かえんほうしゃ|にほんばれ|あまごい|かみなりパンチ|かみなり|10まんボルト|でんじは|ダストシュート|あなをほる|じだんだ|マッドショット|れいとうパンチ|けたぐり|きあいだま|みきり|しねんのずつき|ねむる|ひかりのかべ|さいみんじゅつ|シャドーボール|あやしいひかり|かみくだく|ダメおし|かみつく|なげつける|わるだくみ|アイアンテール"
"p0510","0510","510","レパルダス","じゅうなん|かるわざ|いたずらごころ","64","88","50","88","50","106","false","","","","","","","","","","あく","ギガインパクト|からげんき|ほしがる|ねこだまし|でんこうせっか|はかいこうせん|ハイパーボイス|りんしょう|いびき|まねっこ|あくび|アンコール|バトンタッチ|ねごと|メロメロ|いばる|こらえる|まもる|みがわり|かげぶんしん|いやなおと|タネばくだん|くさわけ|くさむすび|ほのおのキバ|しっとのほのお|にほんばれ|あまごい|かみなりのキバ|でんじは|はいよるいちげき|とんぼがえり|ダストシュート|こおりのキバ|サイコファング|サイコカッター|トリック|ねむる|シャドークロー|シャドーボール|イカサマ|じごくづき|かみくだく|うっぷんばらし|つじぎり|ふいうち|はたきおとす|ダメおし|どろぼう|かみつく|しっぺがえし|あくのはどう|バークアウト|わるだくみ|うそなき|ちょうはつ|いちゃもん|アイアンテール|じゃれつく|あまえる"
"p0512","0512","512","ヤナッキー","くいしんぼう|しんりょく","75","98","63","98","63","101","false","","","","","","","","","","くさ","ギガインパクト|からげんき|ねこだまし|はかいこうせん|さわぐ|りんしょう|いびき|ほおばる|リサイクル|てだすけ|ねごと|メロメロ|こらえる|まもる|みがわり|ソーラーブレード|タネばくだん|グラススライダー|くさわけ|タネマシンガン|リーフストーム|ソーラービーム|エナジーボール|ギガドレイン|くさむすび|やどりぎのタネ|にほんばれ|アクロバット|いわなだれ|がんせきふうじ|ダストシュート|ゲップ|あなをほる|ばかぢから|かわらわり|ローキック|けたぐり|きあいだま|ねむる|シャドークロー|じごくづき|かみくだく|どろぼう|かみつく|しっぺがえし|なげつける|わるだくみ|ちょうはつ|いちゃもん|アイアンテール"
"p0514","0514","514","バオッキー","くいしんぼう|もうか","75","98","63","98","63","101","false","","","","","","","","","","ほのお","ギガインパクト|からげんき|ねこだまし|はかいこうせん|さわぐ|りんしょう|いびき|ほおばる|あくび|リサイクル|てだすけ|ねごと|メロメロ|こらえる|まもる|みがわり|ソーラービーム|くさむすび|フレアドライブ|ブレイズキック|やけっぱち|ほのおのパンチ|ニトロチャージ|オーバーヒート|だいもんじ|ねっぷう|かえんほうしゃ|しっとのほのお|ほのおのうず|おにび|にほんばれ|アクロバット|いわなだれ|がんせきふうじ|ダストシュート|ゲップ|あなをほる|ねっさのだいち|ばかぢから|かわらわり|ローキック|けたぐり|きあいだま|ねむる|ドわすれ|シャドークロー|じごくづき|かみくだく|どろぼう|かみつく|しっぺがえし|なげつける|わるだくみ|ちょうはつ|アイアンテール"
"p0516","0516","516","ヒヤッキー","くいしんぼう|げきりゅう","75","98","63","98","63","101","false","","","","","","","","","","みず","ギガインパクト|からげんき|ねこだまし|はかいこうせん|さわぐ|りんしょう|いびき|ほおばる|リサイクル|てだすけ|ねごと|メロメロ|こらえる|まもる|みがわり|くさむすび|アクアブレイク|ダイビング|たきのぼり|クイックターン|ハイドロポンプ|なみのり|ねっとう|ひやみず|アクアリング|あまごい|アクロバット|いわなだれ|がんせきふうじ|ダストシュート|ゲップ|あなをほる|れいとうパンチ|ふぶき|れいとうビーム|こごえるかぜ|ばかぢから|かわらわり|ローキック|けたぐり|きあいだま|ねむる|シャドークロー|じごくづき|かみくだく|どろぼう|かみつく|しっぺがえし|なげつける|わるだくみ|ちょうはつ|アイアンテール"
"p0530","0530","530","ドリュウズ","すなかき|すなのちから|かたやぶり","110","135","60","50","65","88","false","","","","","","","","","","じめん|はがね","ギガインパクト|すてみタックル|のしかかり|ブレイククロー|からげんき|こうそくスピン|つのドリル|はかいこうせん|りんしょう|いびき|てだすけ|ねごと|こらえる|こわいかお|まもる|みがわり|つるぎのまい|にほんばれ|メガホーン|シザークロス|つばめがえし|いわなだれ|がんせきふうじ|ロックブラスト|ステルスロック|すなあらし|どくづき|ヘドロばくだん|じしん|10まんばりき|ドリルライナー|あなをほる|じだんだ|じならし|すなじごく|じわれ|だいちのちから|ねっさのだいち|マッドショット|どろかけ|かわらわり|きあいだま|ねむる|シャドークロー|のろい|じごくづき|ぶんまわす|なげつける|アイアンヘッド|スマートホーン|てっていこうせん|てっぺき|きんぞくおん"
"p0530-2","0530-M","530","メガドリュウズ","かんつうドリル","110","165","100","65","65","103","false","","","","","","","","","","じめん|はがね","ギガインパクト|すてみタックル|のしかかり|ブレイククロー|からげんき|こうそくスピン|つのドリル|はかいこうせん|りんしょう|いびき|てだすけ|ねごと|こらえる|こわいかお|まもる|みがわり|つるぎのまい|にほんばれ|メガホーン|シザークロス|つばめがえし|いわなだれ|がんせきふうじ|ロックブラスト|ステルスロック|すなあらし|どくづき|ヘドロばくだん|じしん|10まんばりき|ドリルライナー|あなをほる|じだんだ|じならし|すなじごく|じわれ|だいちのちから|ねっさのだいち|マッドショット|どろかけ|かわらわり|きあいだま|ねむる|シャドークロー|のろい|じごくづき|ぶんまわす|なげつける|アイアンヘッド|スマートホーン|てっていこうせん|てっぺき|きんぞくおん"
"p0531","0531","531","タブンネ","いやしのこころ|さいせいりょく|ぶきよう","103","60","86","60","86","50","false","","","","","","","","","","ノーマル","ギガインパクト|とっておき|すてみタックル|メガトンキック|のしかかり|からげんき|はかいこうせん|ハイパーボイス|さわぐ|りんしょう|いびき|おさきにどうぞ|なかまづくり|シンプルビーム|あくび|ねがいごと|てだすけ|アンコール|しんぴのまもり|ねごと|メロメロ|こらえる|まもる|みがわり|ソーラービーム|くさむすび|ほのおのパンチ|だいもんじ|かえんほうしゃ|にほんばれ|なみのり|ひやみず|いのちのしずく|あまごい|ワイルドボルト|かみなりパンチ|かみなり|10まんボルト|でんじは|あなをほる|じだんだ|れいとうパンチ|ふぶき|れいとうビーム|こごえるかぜ|ドレインパンチ|けたぐり|しねんのずつき|サイコキネシス|サイコショック|いやしのはどう|サイドチェンジ|トリックルーム|いやしのねがい|めいそう|スキルスワップ|ねむる|ドわすれ|リフレクター|ひかりのかべ|シャドーボール|じごくづき|なげつける|アイアンテール|マジカルシャイン|ドレインキッス|つぶらなひとみ|ミストフィールド|てんしのキッス"
